Time:250Hz,Epoch,Electrode,Attention,Meditation,Event Id,Event Date,Event Duration
2.012,62,-302.7267924,0.99453187,44.00091135,,,
2.016,63,-387.7371503,0.606837796,44.06552703,,,
2.02,63,-443.9197862,1.815229127,43.86412848,,,
2.024,63,-487.9959722,5.437699773,43.26038337,,,
2.028,63,-525.4825563,7.361937421,42.9396771,,,
2.032,63,-518.467772,7.078219747,42.98696338,,,
2.036,63,-463.2704849,6.963075785,43.00615404,,,
2.04,63,-468.0950047,7.001309852,42.99978169,,,
2.044,63,-476.0601191,7,43,,,
2.048,64,-303.965575,7,43,,,
2.052,64,-167.8517767,7,43,,,
2.056,64,-193.748315,7,43,,,
2.06,64,-245.3134859,7,43,,,
2.064,64,-288.9243357,7,43,,,
2.068,64,-330.2147283,7,43,,,
2.072,64,-361.0005571,7,43,,,
2.076,64,-326.38132,7,43,,,
2.08,65,-271.0113645,7,43,,,
2.084,65,-286.6393422,7,43,,,
2.088,65,-319.5127468,7,43,,,
2.092,65,-326.3490244,7,43,,,
2.096,65,-319.7397816,7,43,,,
2.1,65,-310.5420653,7,43,,,
2.104,65,-295.0624309,7,43,,,
2.108,65,-302.8887556,7,43,,,
2.112,66,-324.5831249,7,43,,,
2.116,66,-332.3293342,7,43,,,
2.12,66,-341.9826087,7,43,,,
2.124,66,-325.6124226,7,43,,,
2.128,66,-289.8967424,7,43,,,
2.132,66,-280.7113616,7,43,,,
2.136,66,-284.3496213,7,43,,,
2.14,66,-270.6394727,7,43,,,
2.144,67,-252.5186271,7,43,,,
2.148,67,-257.6971049,7,43,,,
2.152,67,-266.0068264,7,43,,,
2.156,67,-247.5002739,7,43,,,
2.16,67,-237.8169884,7,43,,,
2.164,67,-241.7739696,7,43,,,
2.168,67,-242.43368,7,43,,,
2.172,67,-237.2046992,7,43,,,
2.176,68,-226.8665491,7,43,,,
2.18,68,-190.1187214,7,43,,,
2.184,68,-129.2334447,7,43,,,
2.188,68,-90.85144476,7,43,,,
2.192,68,-86.15378416,7,43,,,
2.196,68,-79.88884496,7,43,,,
2.2,68,-98.98117987,7,43,,,
2.204,68,-130.6079085,7,43,,,
2.208,69,-100.546439,7,43,,,
2.212,69,-52.00502325,7,43,,,
2.216,69,-70.92913169,7,43,,,
2.22,69,-94.07172931,7,43,,,
2.224,69,-92.834746,7,43,,,
2.228,69,-120.3169409,7,43,,,
2.232,69,-114.7179272,7,43,,,
2.236,69,-74.92424914,7,43,,,
2.24,70,-57.68570579,7,43,,,
2.244,70,-37.84904873,7,43,,,
2.248,70,-9.500651587,7,43,,,
2.252,70,-73.62047492,7,43,,,
2.256,70,-146.3396292,7,43,,,
2.26,70,-32.75678248,7,43,,,
2.264,70,122.6751193,7,43,,,
2.268,70,200.9046124,7,43,,,
2.272,71,229.8053259,7,43,,,
